Name,Auto number,Program check,Program name,Type of Opportunity,Annual scholarship?,Study level,Host Country,Discipline,Value,Note,Link,Deadline?,Date updated,Checked?
Giải thưởng Luận văn Xuất xắc - Học bổng AUF (Prix d'Excellence),1325,,Giải thưởng Luận văn Xuất xắc - Học bổng AUF (Prix d'Excellence),No specified,checked,"Master ,PhD ",Vietnam,A LOT OF DISCIPLINES,Full scholarship,"AUF là Tổ chức Đại học Pháp ngữ, hỗ trợ các chương trình đào tạo Pháp ngữ tại nhiều nước trên thế giới, AUF Việt Nam trực thuộc AUF châu Á - Thái Bình Dương. Học bổng chỉ dành cho các sinh viên chương trình Pháp ngữ, việc tuyển chọn chủ yếu dựa trên luận văn và bảo vệ luận văn bằng tiếng Pháp vào năm cuối đại học ở VN (đối với Master 2), dựa trên project nghiên cứu khoa học (đối với PhD), 810 euros/tháng, trong vòng 10 tháng cho Master 2, >1000 euros/tháng trong vòng 3 năm cho bậc PhD (em không biết chính xác vì em chưa lên bậc này), vé máy bay 2 chiều VN - Pháp, chi phí ghi danh ở trường bên Pháp do người học tự chi trả, học bổng được chuyển khá trễ (bạn em qua Pháp 2 tháng rồi mà vẫn chưa được nhận).",https://goo.gl/a3VEpY,May,30/9/2017,
Gilbert and Marcia Kotzen Scholars Program for International Students,76,,Gilbert and Marcia Kotzen Scholars Program for International Students,University-sponsor Scholarship,checked,Undergraduate,United State,A LOT OF DISCIPLINES,Full scholarship,"tiền học phí 4 năm, tiền ăn ở, phí sinh hoạt cá nhân ",http://www.simmons.edu/admission-and-financial-aid/student-financial-services/financial-aid/scholarships/kotzen-scholarship,September,18/8/2017,
GIST Korea,1217,"""Gwangju Institue of Sciences and Technology, Korean Government Scholarship Program""",GIST Korea,Government Scholarship,checked,Post-graduate,South Korea,Engineer and Technology,Full scholarship,"Lưu ý là bạn nên contact với giáo sư trước, nếu giáo sư nhận thì mới apply, vì mình chỉ được chọn 2 lab để apply vào thôi. nếu giáo ko nhận thì xem như chắc chắn fail",http://www.gist.ac.kr/iadm/,"April,September",19/9/2017,
GKS for ASEAN countries' Science and Engineering Students,928,,GKS for ASEAN countries' Science and Engineering Students,Government Scholarship,checked,Undergraduate,South Korea,"Engineer and Technology ,Natural Sciences and Mathematics ",Nearly full scholarship (withour air tickets or accommodation),"Selection criteria: GPA, Language Proficiency, Research Plan, Recommendation Letter",http://www.studyinkorea.go.kr/en/sub/gks/allnew_GKSforASEAN.do,Change every year,4/9/2017,
Glink,365,,Glink,Exchange scholarship,checked,"Undergraduate ,Post-graduate ",Europe,A LOT OF DISCIPLINES,Full scholarship,,http://www.glink-edu.eu/,May,18/8/2017,
GLOBAL 30 BY MEXT,1248,,GLOBAL 30 BY MEXT,Government Scholarship,checked,"Undergraduate ,Post-graduate ",Japan,A LOT OF DISCIPLINES,Full scholarship,,http://www.mext.go.jp/en/policy/education/highered/title02/detail02/sdetail02/1373894.htm,December,21/9/2017,
Global 30 Osaka University,602,,Global 30 Osaka University,Government Scholarship,checked,Undergraduate,Japan,"Social sciences and Humanities ,Natural Sciences and Mathematics ",Cash award,"Có 3 loại học bổng bao gồm 2 học bổng từ nguồn viện trợ của chính phủ Nhật cho chương trình Global 30 và 1 cái còn lại là của trường:
– Học bổng MEXT: 80000jpy/ tháng
– Học bổng JASSO: 48000jpy/ tháng
– Học bổng của trường Osaka: học phí + 80000jpy/ tháng
Cần duy trì điểm GPA trong suốt quá trình học.",https://web.archive.org/web/20130726183844/http://www.osaka-u.ac.jp/ja/international/action/global30/files/20121022_G30_brochure.pdf,January,19/8/2017,
Global Academic Exchange Program(GAEP)2017,908,,Global Academic Exchange Program(GAEP)2017,University-sponsor Scholarship,,Undergraduate,Thailand,A LOT OF DISCIPLINES,Full scholarship,"Để apply học bổng này, các bạn phải là undergraduate students, ielts 7.0",http://wuli.wu.ac.th/global-academic-exchange-program-2017-gaep/,September,4/9/2017,
Global Ambassador Scholarship,1332,,Global Ambassador Scholarship,University-sponsor Scholarship,checked,Master,South Korea,A LOT OF DISCIPLINES,"100% tuition fee,Full scholarship",,https://www.kdischool.ac.kr/#/admissions/cp/international/scholarship#top,Change every year,30/9/2017,
Global Change Leaders Program 2018,412,,Global Change Leaders Program 2018,Company-sponsor Scholarship,,No specified,Canada,A LOT OF DISCIPLINES,Full scholarship,"Bên cạnh các điều kiện về trình độ tiếng Anh, học vấn, a letter of recommendation như các học bổng khác đều yêu cầu thì có một số lưu ý đặc biệt với học bổng này: 
1. Có bằng đại học hoặc kết hợp giữa giáo dục sau trung học và kinh nghiệm
2. Có tối thiểu 5 năm kinh nghiệm lãnh đạo đã chứng minh trong nỗ lực phát triển kinh tế xã hội trong các lĩnh vực như sinh kế hoặc phát triển kinh tế tổng thể, an ninh lương thực, môi trường, tiếp cận với giáo dục và chăm sóc sức khoẻ, quản trị, tham gia chính trị của phụ nữ và quyền của trẻ em gái.
3. Là các học viên trong các tổ chức xã hội dân sự bao gồm các tổ chức dựa vào cộng đồng chứ không vì lợi nhuận, hoặc hoạt động trong các tổ chức nhà nước hoặc tư nhân, các nhà tài trợ / từ thiện, các phong trào xã hội hoặc trong một doanh nghiệp xã hội;",http://coady.stfx.ca/themes/women/gcl/,November,19/8/2017,
Global Internship Program at Gwangju Institute of Science and Technology,631,,Global Internship Program at Gwangju Institute of Science and Technology,University-sponsor Scholarship,checked,"Undergraduate ,Master ",South Korea,A LOT OF DISCIPLINES,Cash award,,http://ipa.gist.ac.kr/bbs/content.php?co_id=gp2,March,20/8/2017,
Global Korea Scholarship (GSK),940,,Global Korea Scholarship (GSK),Government Scholarship,checked,"Undergraduate ,Master ,PhD ",South Korea,"Engineer and Technology ,Social sciences and Humanities ",Cash award,"Điểm trung bình tích luỹ của người nộp đơn phải đạt loại giỏi trở lên.
Giá trị học bổng bao gồm học phí và sinh hoạt phí (800.000 won/tháng), vé máy bay khứ hồi (đối với một số quốc gia), hỗ trợ chỗ ở trị giá 200.000 won (cấp 1 lần), bảo hiểm y tế.",niied.go.kr,Change every year,4/9/2017,
Global Korean Scholarship,537,,Global Korean Scholarship,Government Scholarship,checked,Master,South Korea,A LOT OF DISCIPLINES,Full scholarship,,https://www.studyinkorea.go.kr/vi/sub/gks/selectBoardList.do?bbsId=BBSMSTR_000000000461,June,19/8/2017,
Global Korean Scholarship for ASEAN Countries' Science and Engineering Students,386,,Global Korean Scholarship for ASEAN Countries' Science and Engineering Students,Government Scholarship,checked,No specified,South Korea,A LOT OF DISCIPLINES,Full scholarship,Mỗi trường thành viên có thể có deadline riêng (sớm hơn so với deadline chung của cả chương trình),http://www.niied.go.kr/eng/contents.do?contentsNo=122&menuNo=394,May,18/8/2017,
Global Leadership Program /Tokyo (April 2018 enrollment),1224,,Global Leadership Program /Tokyo (April 2018 enrollment),University-sponsor Scholarship,,Undergraduate,Japan,A LOT OF DISCIPLINES,100% tuition fee,,http://www.scholarshipportal.com/scholarship/global-leadership-program-tokyo-april-2018-enrollment,September,19/9/2017,
Global Management of Social Issues BSc Scholarship,363,,Global Management of Social Issues BSc Scholarship,University-sponsor Scholarship,checked,Undergraduate,Netherland,Social sciences and Humanities,100% tuition fee,"phải là học sinh mới nhập học ở tilburg university, thành tích phải tốt qua các năm.",https://www.tilburguniversity.edu/education/bachelors-programs/global-management-of-social-issues/admission-and-application/,May,18/8/2017,
Global MBA Program at the University of the Thai Chamber of Commerce,1352,,Global MBA Program at the University of the Thai Chamber of Commerce,Government Scholarship,,Master,Thailand,Business and finance,Full scholarship,,http://ic.utcc.ac.th/admissions.php?id=18,May,6/10/2017,
Global Research Internship (GRI) Programme,623,,Global Research Internship (GRI) Programme,University-sponsor Scholarship,checked,Undergraduate,Singapore,A LOT OF DISCIPLINES,Cash award,,http://global.ntu.edu.sg/GMP/gri/Pages/default.aspx,September,20/8/2017,
global science course,1432,,global science course,University-sponsor Scholarship,checked,No specified,Japan,Environmental studies and earth sciences,100% tuition fee,,http://www.s.u-tokyo.ac.jp/GSC/admissions/application.html,April,12/12/2017,
Global Sciences and Engineers Program,77,,Global Sciences and Engineers Program,University-sponsor Scholarship,checked,Undergraduate,Japan,Engineer and Technology,Nearly full scholarship (withour air tickets or accommodation),,www.titech.ac.jp/english/graduate_school/international/gsep/,"August ,September",17/8/2017,
Global Undergraduate Exchange Program (Global UGRAD),384,,Global Undergraduate Exchange Program (Global UGRAD),Exchange scholarship,checked,Undergraduate,United State,A LOT OF DISCIPLINES,Full scholarship,"- Học bổng toàn phần từ Bộ Ngoại giao Hoa Kỳ cho sinh viên đại học. Tham gia chương trình, các bạn sẽ học 1 học kỳ diện không lấy bằng tại 1 trường đại học của Mỹ, tham gia các hoạt động cộng đồng và giao lưu văn hóa.
- Học bổng TOÀN PHẦN, bao gồm học phí, sinh hoạt phí, vé máy bay, đi lại, bảo hiểm và 1 số khoản khác. Tổng giá trị học bổng khoảng 22,000 USD.",https://exchanges.state.gov/non-us/program/global-undergraduate-exchange-program-global-ugrad,December,19/8/2017,
Globalink Research Award,396,,Globalink Research Award,Fellowship Scholarship,checked,"Post-graduate ,Master ",Canada,A LOT OF DISCIPLINES,Cash award,"Học bổng hỗ trợ chi phí toàn bộ là $5000, thực hiện đề tài nghiên cứu trong 12 -24 tuần",https://www.mitacs.ca/en/programs/globalink/globalink-research-award/globalink-research-award-special-opportunity,Change every year,19/8/2017,
GLU Programmes - International Masters Programmes for Trade Unionists,547,,GLU Programmes - International Masters Programmes for Trade Unionists,Company-sponsor Scholarship,checked,Master,Germany,"Business and finance,Social sciences and Humanities ",Full scholarship,"Chương trình Thạc sĩ (in english) của Đại học Lao động Quốc tế (Global Labour University) được tổ chức tại một trong 3 nước: Mỹ, Ấn Độ và Đức. 
Học bổng toàn phần sẽ chỉ dành riêng cho những người apply học học tại Berlin, Đức. Học bổng toàn phần được cấp bởi bởi tổ chức Friedrich Ebert Stiftung (FES)",http://www.global-labour-university.org/161.html,March,19/8/2017,
Goethe Goes Global - Master Scholarships,557,,Goethe Goes Global - Master Scholarships,University-sponsor Scholarship,checked,Master,Germany,A LOT OF DISCIPLINES,100% tuition fee,,http://www.goethe-university-frankfurt.de/58572942/Goethe-Goes-Global-Master-Scholarships,July,19/8/2017,
Goethe University Master Scholarships in Germany,269,,Goethe University Master Scholarships in Germany,University-sponsor Scholarship,checked,Post-graduate,Germany,Computer science and IT,Full scholarship,,http://www.goethe-university-frankfurt.de/58572942/Goethe-Goes-Global-Master-Scholarships,"April,December",18/8/2017,
"Government of Canada Banting Postdoctoral Fellowships, 2017-2018",1228,,"Government of Canada Banting Postdoctoral Fellowships, 2017-2018",Government Scholarship,checked,PhD,Canada,A LOT OF DISCIPLINES,100% tuition fee,,http://banting.fellowships-bourses.gc.ca/en/home-accueil.html,September,11/3/1997,
Government of Ireland Postgraduate Research Scholarship,421,,Government of Ireland Postgraduate Research Scholarship,Government Scholarship,checked,"Post-graduate ,PhD ,Master ",Ireland,A LOT OF DISCIPLINES,Cash award,,http://research.ie/funding/goipg/?f=postgraduate,November,18/8/2017,
Graduate Research Assistant Universiti Teknologi Petronas,78,,Graduate Research Assistant Universiti Teknologi Petronas,University-sponsor Scholarship,checked,Post-graduate,Malaysia,Engineer and Technology,Nearly full scholarship (withour air tickets or accommodation),"Với chi phí thấp ở Malay thì học bổng này sống dư dả, có thể tậu xe du lịch thoải mái. Điều khó khăn nhất là quy trình apply khá rắc rối trải qua nhiều bước đòi hỏi sự kiên nhẫn. Khuyến khích cho bạn nào đi ngành cơ khí, dầu khí và hóa chất. Đây là nhóm ngành mạnh nhất của trường.",https://www.utp.edu.my/Admission/International-Applicants/Postgraduate-Programme/SitePages/Tuition%20Fee.aspx,"July,January",18/8/2017,
Graduate Research Merit Scholarships,801,,Graduate Research Merit Scholarships,University-sponsor Scholarship,checked,Post-graduate,Malaysia,A LOT OF DISCIPLINES,Full scholarship,,https://goo.gl/bsrifw,December,1/9/2017,checked
Graduate Scholarship for Excellent Foreign Students,1361,,Graduate Scholarship for Excellent Foreign Students,University-sponsor Scholarship,checked,Post-graduate,South Korea,A LOT OF DISCIPLINES,Full scholarship,,https://www.useoul.edu/apply/graduate/scholarships/before-application,Change every year,8/10/2017,
GRADUATE SCHOLARSHIP FOR NON-JAPANESE WOMEN  TO STUDY IN JAPAN (NJG),622,,GRADUATE SCHOLARSHIP FOR NON-JAPANESE WOMEN  TO STUDY IN JAPAN (NJG),University-sponsor Scholarship,,Undergraduate,Japan,A LOT OF DISCIPLINES,Cash award,"- 3 Scholarship, 2 million Yen each
Eligibility Requirements

-Applicants must be women who are neither Japanese citizens nor special permanent residents of Japan. Applicants must be enrolled in a degree program with a graduate school of a Japanese university from April 2018 to March 2019.
-Applicants must be residing in Japan for study purposes at the time of application.
Individuals currently studying or living abroad are ineligible. We therefore regret that we are unable to accept applications from outside Japan.

-Submit an essay in both English and
-The following are ineligible:

Holders of scholarships greater than ¥1.5 million from other scholarship programs are ineligible. Financial aid and awards from the university where the applicant will study may not be subject to the same limitation.
Former recipients of CWAJ awards and members of CWAJ are ineligible.",http://cwaj.org/scholarship/graduate-scholarship-for-non-japanese-women-to-study-in-japan-njg-2017/,March,20/8/2017,
